"REF_DATE","GEO","DGUID","Distance-capacity public transit service area","Location","Gender","Demographic and socio-economic","Sustainable Development Goals (SDGs) 11.2.1 indicator","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632003568","394.4.1.1.3.1","90545","","","","0"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636027462","394.4.1.1.3.2","72.5","","","","1"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636027462","394.4.1.1.3.2","64.5","","","","1"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632246622","394.4.1.1.6.1","39620","","","","0"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632246622","394.4.1.1.6.1","32750","","","","0"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636270516","394.4.1.1.6.2","77.6","","","","1"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636270516","394.4.1.1.6.2","64.2","","","","1"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635055246","394.4.1.1.56.1","134685","","","","0"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635055246","394.4.1.1.56.1","117825","","","","0"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639079140","394.4.1.1.56.2","73.1","","","","1"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639079140","394.4.1.1.56.2","64.0","","","","1"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635136264","394.4.1.1.57.1","82540","","","","0"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635136264","394.4.1.1.57.1","73210","","","","0"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639160158","394.4.1.1.57.2","71.1","","","","1"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639160158","394.4.1.1.57.2","63.0","","","","1"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635217282","394.4.1.1.58.1","76980","","","","0"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635217282","394.4.1.1.58.1","68430","","","","0"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639241176","394.4.1.1.58.2","70.5","","","","1"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639241176","394.4.1.1.58.2","62.7","","","","1"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Count of population within service area","Persons","249","units","0","v1635298300","394.4.1.1.59.1","5560","","","","0"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Count of population within service area","Persons","249","units","0","v1635298300","394.4.1.1.59.1","4780","","","","0"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Proportion of population within service area","Percent","239","units","0","v1639322194","394.4.1.1.59.2","79.3","","","","1"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Proportion of population within service area","Percent","239","units","0","v1639322194","394.4.1.1.59.2","68.1","","","","1"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635379318","394.4.1.1.60.1","52145","","","","0"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635379318","394.4.1.1.60.1","44610","","","","0"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639403212","394.4.1.1.60.2","76.7","","","","1"
"2024","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639403212","394.4.1.1.60.2","65.6","","","","1"
"2023","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631842818","394.5.1.1.1.1","","..","","","0"
